"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0400000US38","North Dakota","349705","2892","5.0","0.7","2.9","0.5","5.5","0.6","6.8","0.9","11.3","1.0","16.4","1.1","14.0","0.9","19.5","1.3","8.5","0.8","10.1","0.8","77871","2755","103487","2839","34.8","(X)","(X)","(X)","(X)","(X)","200025","4319","3.1","0.8","1.0","0.5","2.2","0.5","4.2","0.8","6.8","0.9","14.8","1.4","15.1","1.2","25.1","1.6","12.2","1.0","15.5","1.4","103393","3049","131469","4168","(X)","(X)","37.6","(X)","(X)","(X)","158667","5136","1.1","0.6","0.3","0.1","1.6","0.5","2.5","0.6","5.1","0.9","12.4","1.2","15.3","1.5","28.4","1.9","14.2","1.2","19.1","1.8","118577","3008","148534","5422","(X)","(X)","(X)","(X)","(X)","(X)","149680","4842","8.2","1.2","5.6","1.0","10.1","1.3","10.8","1.4","17.4","1.9","18.7","1.7","12.7","1.6","11.0","1.6","3.0","0.8","2.4","0.6","48273","1838","63218","2914","(X)","(X)","(X)","(X)","30.5","(X)",
"0400000US39","Ohio","4929322","14176","5.4","0.2","3.7","0.2","6.6","0.2","7.3","0.2","11.2","0.3","17.2","0.3","13.2","0.3","17.5","0.3","8.6","0.2","9.2","0.2","72212","538","97483","826","34.6","(X)","(X)","(X)","(X)","(X)","3017765","20163","3.3","0.2","1.7","0.1","3.7","0.2","4.7","0.2","8.8","0.3","16.4","0.4","14.5","0.3","22.0","0.3","11.8","0.3","13.1","0.3","93734","853","119315","1104","(X)","(X)","36.1","(X)","(X)","(X)","2196451","18113","1.2","0.1","0.8","0.1","1.9","0.1","2.8","0.2","6.3","0.3","14.5","0.4","15.1","0.4","25.7","0.4","14.7","0.4","17.0","0.4","112149","950","139073","1365","(X)","(X)","(X)","(X)","(X)","(X)","1911557","19764","9.5","0.4","7.1","0.4","11.9","0.4","11.9","0.4","15.9","0.5","18.8","0.6","10.6","0.4","8.9","0.4","3.0","0.2","2.4","0.2","43070","783","58943","1001","(X)","(X)","(X)","(X)","30.9","(X)",
"0400000US40","Oklahoma","1603748","5259","6.2","0.3","4.0","0.3","7.5","0.3","7.9","0.3","12.0","0.3","18.3","0.5","13.1","0.4","16.5","0.4","7.2","0.3","7.4","0.3","66148","663","90075","1299","36.9","(X)","(X)","(X)","(X)","(X)","1030442","10980","3.9","0.3","2.0","0.2","4.6","0.3","5.9","0.4","10.4","0.5","18.1","0.6","14.6","0.5","20.7","0.6","9.6","0.5","10.2","0.4","82640","1245","107754","1725","(X)","(X)","38.7","(X)","(X)","(X)","747696","10095","1.6","0.2","1.0","0.1","2.5","0.3","4.0","0.3","8.1","0.4","17.1","0.6","15.6","0.6","24.7","0.8","12.1","0.6","13.3","0.5","100115","1495","125811","2153","(X)","(X)","(X)","(X)","(X)","(X)","573306","9687","11.3","0.6","8.0","0.6","13.3","0.7","11.8","0.5","15.8","0.6","18.7","0.9","9.6","0.6","7.5","0.5","2.1","0.3","2.0","0.3","39816","946","54161","1123","(X)","(X)","(X)","(X)","32.2","(X)",
"0400000US41","Oregon","1744270","7249","4.9","0.3","3.1","0.2","5.9","0.3","6.2","0.4","9.5","0.4","14.8","0.5","13.3","0.4","19.2","0.5","10.5","0.4","12.6","0.4","85220","1399","110900","1504","32.7","(X)","(X)","(X)","(X)","(X)","1072174","10406","2.7","0.3","1.3","0.2","3.2","0.3","4.3","0.3","8.1","0.5","13.7","0.6","13.9","0.6","22.2","0.7","13.8","0.6","16.8","0.6","104569","1507","132592","2021","(X)","(X)","33.2","(X)","(X)","(X)","815824","9875","1.1","0.2","0.8","0.2","2.0","0.3","3.2","0.3","6.3","0.5","12.1","0.7","13.8","0.7","24.0","0.8","16.2","0.7","20.5","0.7","120342","2121","148806","2491","(X)","(X)","(X)","(X)","(X)","(X)","672096","10026","9.4","0.7","6.3","0.5","10.7","0.7","9.7","0.7","12.8","0.8","16.6","0.8","12.1","0.7","13.2","0.8","4.3","0.4","4.8","0.5","51041","1083","70132","1758","(X)","(X)","(X)","(X)","30.2","(X)",
"0400000US42","Pennsylvania","5361724","11743","5.0","0.1","3.5","0.1","6.4","0.2","6.8","0.2","10.6","0.3","16.1","0.2","12.7","0.2","17.6","0.3","9.3","0.2","11.9","0.2","77545","816","107471","806","35.9","(X)","(X)","(X)","(X)","(X)","3329815","19395","2.7","0.2","1.5","0.1","3.6","0.2","4.5","0.2","8.5","0.3","14.9","0.3","14.0","0.3","21.4","0.4","12.4","0.3","16.5","0.3","100557","659","131583","1139","(X)","(X)","38.2","(X)","(X)","(X)","2473004","19376","1.1","0.1","0.7","0.1","2.1","0.2","2.8","0.2","6.2","0.3","13.2","0.4","14.2","0.4","24.0","0.4","15.1","0.4","20.7","0.4","118521","1130","151352","1355","(X)","(X)","(X)","(X)","(X)","(X)","2031909","19262","9.5","0.3","6.9","0.3","11.6","0.4","10.9","0.4","14.7","0.4","18.5","0.4","10.2","0.4","10.5","0.4","3.5","0.3","3.7","0.3","45993","596","63902","885","(X)","(X)","(X)","(X)","31.2","(X)",
"0400000US44","Rhode Island","448318","4122","5.2","0.8","3.9","0.7","6.3","0.8","5.9","0.7","8.4","0.8","15.5","1.1","12.3","1.0","17.1","1.1","10.7","0.9","14.6","1.2","83504","3548","114532","3662","39.7","(X)","(X)","(X)","(X)","(X)","269995","6703","3.5","0.9","1.2","0.5","3.5","0.7","3.8","0.8","6.6","1.0","13.5","1.2","13.7","1.5","20.7","1.6","14.3","1.2","19.2","1.5","108082","4562","137481","4509","(X)","(X)","42.4","(X)","(X)","(X)","193758","7265","1.5","0.7","0.7","0.3","2.1","0.7","2.4","0.7","4.9","0.7","11.8","1.2","12.8","1.4","21.5","1.9","17.6","1.7","24.7","2.0","131985","5283","159665","5682","(X)","(X)","(X)","(X)","(X)","(X)","178323","6369","8.9","1.4","8.0","1.5","11.2","1.7","9.1","1.5","11.5","1.5","19.1","2.1","9.7","1.2","11.4","1.5","5.2","1.0","5.9","1.4","51211","2677","74899","5446","(X)","(X)","(X)","(X)","34.0","(X)",
"0400000US45","South Carolina","2222890","11062","5.9","0.3","3.6","0.3","6.6","0.3","7.1","0.3","11.1","0.4","17.0","0.6","13.5","0.4","16.9","0.5","8.7","0.4","9.5","0.3","72350","959","97757","1199","38.4","(X)","(X)","(X)","(X)","(X)","1460157","15220","3.6","0.3","1.7","0.2","4.4","0.3","5.2","0.4","9.5","0.5","15.8","0.6","14.8","0.5","21.1","0.6","11.2","0.5","12.7","0.4","90883","1247","116697","1697","(X)","(X)","39.5","(X)","(X)","(X)","1070193","13670","1.4","0.2","0.9","0.2","2.6","0.3","3.4","0.3","7.0","0.4","14.4","0.6","15.5","0.6","24.6","0.8","13.9","0.6","16.2","0.6","107819","1746","134839","1849","(X)","(X)","(X)","(X)","(X)","(X)","762733","14274","11.0","0.8","7.4","0.7","11.7","0.7","11.2","0.7","15.2","0.9","19.3","1.0","10.2","0.7","8.2","0.7","3.2","0.3","2.5","0.3","42589","1111","57605","1341","(X)","(X)","(X)","(X)","34.9","(X)",
"0400000US46","South Dakota","382302","3562","4.7","0.7","2.7","0.4","5.8","0.6","6.2","0.7","11.1","0.7","18.4","1.1","14.4","1.1","19.5","1.1","8.5","0.7","8.7","0.6","76881","1990","100178","2252","32.4","(X)","(X)","(X)","(X)","(X)","236510","4443","2.9","0.7","1.0","0.3","3.2","0.6","4.1","0.8","7.4","0.9","16.3","1.1","16.0","1.2","25.4","1.4","11.4","1.0","12.2","1.0","98083","3172","121465","3705","(X)","(X)","34.2","(X)","(X)","(X)","188332","4846","1.3","0.6","0.6","0.2","2.0","0.6","2.4","0.6","5.1","0.7","15.0","1.3","16.6","1.3","28.8","1.7","13.7","1.1","14.4","1.2","110370","2239","134597","3652","(X)","(X)","(X)","(X)","(X)","(X)","145792","4547","8.0","1.4","5.6","1.1","10.3","1.3","10.1","1.5","18.7","1.6","22.6","2.2","11.2","1.4","8.0","1.0","3.0","0.7","2.7","0.7","47275","1917","61595","3341","(X)","(X)","(X)","(X)","28.6","(X)",
"0400000US47","Tennessee","2928765","12443","5.1","0.3","3.8","0.2","7.2","0.3","6.7","0.3","11.7","0.3","17.3","0.5","13.5","0.4","17.1","0.4","8.2","0.3","9.5","0.3","71997","638","99759","1244","38.3","(X)","(X)","(X)","(X)","(X)","1874168","17056","3.2","0.3","1.9","0.2","3.9","0.2","5.0","0.3","10.0","0.4","16.8","0.5","15.1","0.5","20.7","0.6","10.6","0.4","12.8","0.4","90018","1050","118478","1548","(X)","(X)","39.7","(X)","(X)","(X)","1367949","16032","1.2","0.2","0.8","0.1","2.5","0.2","3.4","0.3","7.5","0.4","15.1","0.5","15.8","0.6","24.0","0.7","13.2","0.5","16.5","0.5","105402","1161","137193","1875","(X)","(X)","(X)","(X)","(X)","(X)","1054597","16150","9.2","0.5","7.3","0.5","13.2","0.6","10.4","0.6","15.2","0.7","18.6","0.8","10.0","0.5","9.7","0.5","3.1","0.3","3.2","0.4","43979","1029","62460","2120","(X)","(X)","(X)","(X)","34.6","(X)",
"0400000US48","Texas","11449769","22867","5.3","0.2","3.2","0.1","5.9","0.2","6.6","0.1","10.0","0.2","16.3","0.2","12.7","0.2","17.3","0.2","9.5","0.2","13.2","0.2","79721","564","111695","614","37.6","(X)","(X)","(X)","(X)","(X)","7739539","27888","3.4","0.1","1.7","0.1","4.4","0.2","5.2","0.2","8.7","0.2","15.1","0.3","13.2","0.2","19.8","0.3","11.7","0.2","16.8","0.3","96239","632","129585","908","(X)","(X)","40.3","(X)","(X)","(X)","5574265","32713","1.6","0.1","0.9","0.1","2.6","0.1","3.4","0.2","6.5","0.2","13.1","0.3","13.3","0.3","22.5","0.4","14.4","0.3","21.7","0.3","116785","746","152184","1265","(X)","(X)","(X)","(X)","(X)","(X)","3710230","30596","10.3","0.3","6.3","0.3","9.9","0.3","9.9","0.3","13.6","0.4","18.9","0.5","11.1","0.4","11.0","0.4","4.3","0.2","4.7","0.2","50036","657","69162","934","(X)","(X)","(X)","(X)","30.6","(X)",
"0400000US49","Utah","1184428","7000","3.2","0.3","1.9","0.2","3.7","0.3","4.6","0.3","8.7","0.4","15.1","0.6","14.4","0.6","22.1","0.6","11.8","0.5","14.4","0.5","96658","1179","122370","1593","34.7","(X)","(X)","(X)","(X)","(X)","849439","9176","2.1","0.3","1.0","0.2","2.0","0.3","3.0","0.3","6.8","0.5","13.8","0.7","14.4","0.7","25.5","0.7","14.1","0.6","17.2","0.6","111919","1301","137418","2025","(X)","(X)","34.6","(X)","(X)","(X)","679429","9540","1.1","0.2","0.6","0.2","1.4","0.2","2.1","0.3","4.9","0.4","11.7","0.7","14.2","0.8","27.4","0.9","16.2","0.8","20.4","0.7","123651","1614","151152","2255","(X)","(X)","(X)","(X)","(X)","(X)","334989","8429","6.9","0.7","4.5","0.7","8.4","0.8","9.2","1.0","14.5","1.1","19.7","1.3","14.5","1.1","12.3","0.9","4.4","0.6","5.5","0.7","56838","2113","75814","2277","(X)","(X)","(X)","(X)","32.3","(X)",
"0400000US50","Vermont","285548","2976","3.7","0.6","2.7","0.5","6.1","0.8","6.8","0.7","9.7","0.8","16.6","1.1","13.7","1.0","19.1","0.9","10.5","0.9","11.2","0.9","82730","1846","109920","3051","32.0","(X)","(X)","(X)","(X)","(X)","164873","3890","1.9","0.6","1.3","0.5","2.3","0.6","4.4","0.8","7.3","0.9","15.2","1.6","14.6","1.2","23.3","1.4","14.3","1.2","15.6","1.5","105766","3291","135160","4663","(X)","(X)","32.5","(X)","(X)","(X)","128672","4134","1.1","0.5","0.6","0.3","1.4","0.4","3.4","0.8","5.0","0.8","13.1","1.5","14.0","1.2","26.0","1.5","16.5","1.4","18.8","1.7","118784","3813","150713","5541","(X)","(X)","(X)","(X)","(X)","(X)","120675","4610","6.9","1.3","4.7","1.0","11.3","1.6","10.6","1.2","13.9","1.7","20.5","1.7","12.2","1.6","12.0","1.4","4.0","0.9","3.9","0.8","52385","2214","69294","3386","(X)","(X)","(X)","(X)","30.0","(X)",
"0400000US51","Virginia","3449307","12826","4.3","0.2","2.7","0.1","5.1","0.2","5.4","0.3","8.9","0.3","14.7","0.3","12.3","0.3","18.0","0.3","11.1","0.3","17.5","0.3","92090","831","127363","983","36.4","(X)","(X)","(X)","(X)","(X)","2231548","16536","2.6","0.2","1.2","0.1","3.0","0.2","3.8","0.2","7.3","0.3","13.4","0.4","12.2","0.4","19.9","0.4","13.6","0.4","23.0","0.4","114278","1274","150526","1306","(X)","(X)","37.9","(X)","(X)","(X)","1664649","16753","1.1","0.1","0.5","0.1","1.7","0.2","2.3","0.2","5.0","0.3","11.5","0.4","11.9","0.5","21.4","0.5","15.8","0.5","28.7","0.5","135478","1483","173213","1640","(X)","(X)","(X)","(X)","(X)","(X)","1217759","15623","8.2","0.5","5.5","0.3","9.3","0.4","8.7","0.5","12.5","0.6","17.9","0.6","12.0","0.5","13.6","0.6","5.9","0.4","6.4","0.4","57059","1071","79782","1353","(X)","(X)","(X)","(X)","32.4","(X)",
"0400000US53","Washington","3168080","9393","4.4","0.2","2.4","0.1","4.4","0.2","4.7","0.2","8.1","0.3","13.9","0.4","12.4","0.4","19.1","0.4","11.3","0.3","19.3","0.3","99389","1322","136793","1234","31.5","(X)","(X)","(X)","(X)","(X)","1980171","15416","2.5","0.2","1.1","0.1","2.6","0.2","3.1","0.3","6.1","0.3","12.1","0.4","12.5","0.4","21.7","0.5","13.6","0.4","24.6","0.5","120265","1029","161312","1767","(X)","(X)","33.2","(X)","(X)","(X)","1537506","14841","1.3","0.2","0.6","0.1","1.6","0.2","2.1","0.2","4.4","0.3","10.0","0.5","12.0","0.4","23.0","0.5","15.4","0.4","29.7","0.6","136875","1327","181874","2134","(X)","(X)","(X)","(X)","(X)","(X)","1187909","15480","8.1","0.5","4.7","0.4","7.8","0.4","7.7","0.4","12.2","0.5","17.6","0.6","12.2","0.6","14.2","0.7","6.6","0.5","8.9","0.5","61937","967","89336","1660","(X)","(X)","(X)","(X)","27.1","(X)",
"0400000US54","West Virginia","740840","7351","6.5","0.5","5.0","0.4","9.4","0.5","9.3","0.6","11.7","0.7","17.2","0.7","13.2","0.7","15.5","0.7","6.3","0.4","5.9","0.4","60798","1120","81114","1682","35.1","(X)","(X)","(X)","(X)","(X)","472539","7731","3.8","0.5","2.5","0.4","6.2","0.5","7.1","0.7","10.2","0.8","17.9","0.9","15.9","0.9","19.6","1.0","8.8","0.6","8.0","0.7","78252","1940","97074","2136","(X)","(X)","36.1","(X)","(X)","(X)","349674","7930","1.7","0.4","1.3","0.3","3.9","0.4","5.1","0.6","8.6","0.8","17.9","1.0","17.3","1.1","23.2","1.2","10.9","0.8","10.1","0.9","91334","1968","111019","2774","(X)","(X)","(X)","(X)","(X)","(X)","268301","6485","12.3","1.1","9.9","1.0","15.5","1.1","13.5","1.1","14.9","1.1","15.8","1.1","8.1","0.9","6.8","0.8","1.7","0.4","1.6","0.3","33866","1399","49005","1763","(X)","(X)","(X)","(X)","32.0","(X)",
"0400000US55","Wisconsin","2535198","8638","4.3","0.2","3.0","0.2","6.0","0.2","6.5","0.2","11.2","0.3","17.3","0.4","13.8","0.4","19.4","0.4","9.0","0.3","9.4","0.3","77488","902","100929","842","31.5","(X)","(X)","(X)","(X)","(X)","1520495","12322","2.3","0.2","1.3","0.2","3.1","0.2","3.9","0.3","8.6","0.4","15.4","0.5","15.2","0.5","24.5","0.5","12.3","0.4","13.4","0.4","100319","827","123358","1197","(X)","(X)","32.5","(X)","(X)","(X)","1174673","13088","1.1","0.1","0.7","0.1","1.8","0.2","2.4","0.2","6.2","0.3","13.5","0.5","15.3","0.5","27.7","0.6","14.9","0.5","16.4","0.5","113558","1175","138683","1369","(X)","(X)","(X)","(X)","(X)","(X)","1014703","13076","8.1","0.4","5.8","0.4","10.8","0.5","11.1","0.5","15.8","0.6","20.4","0.7","11.4","0.6","10.5","0.5","3.1","0.3","3.0","0.3","48114","927","63272","1019","(X)","(X)","(X)","(X)","29.2","(X)",
"0400000US56","Wyoming","256289","2645","5.1","0.8","2.2","0.5","6.5","0.9","8.0","0.9","10.4","1.0","17.4","1.4","13.6","1.2","18.1","1.3","10.2","1.1","8.4","1.0","75532","2468","101197","4228","34.4","(X)","(X)","(X)","(X)","(X)","160123","4510","2.7","0.8","0.6","0.3","3.2","0.9","5.7","1.0","7.1","1.0","16.6","1.8","16.7","1.5","22.8","2.0","13.2","1.6","11.3","1.5","94951","3856","122593","6395","(X)","(X)","36.1","(X)","(X)","(X)","127893","4719","1.3","0.6","0.3","0.2","1.4","0.5","3.6","0.9","5.5","1.0","15.7","1.8","17.7","1.9","25.2","2.4","15.7","2.0","13.6","1.8","107526","4536","137161","7867","(X)","(X)","(X)","(X)","(X)","(X)","96166","4034","10.1","1.9","4.8","1.2","12.0","1.9","12.3","1.9","16.2","2.1","19.2","2.4","7.9","1.4","9.7","1.6","4.2","1.3","3.4","1.0","43664","3131","62740","5601","(X)","(X)","(X)","(X)","29.8","(X)",
"0400000US72","Puerto Rico","1242609","10856","18.3","0.6","11.0","0.5","17.9","0.6","12.1","0.6","13.4","0.6","12.6","0.5","6.4","0.4","4.8","0.4","1.9","0.2","1.6","0.2","27213","751","43218","979","35.9","(X)","(X)","(X)","(X)","(X)","764486","11451","12.3","0.7","7.7","0.5","17.1","0.8","13.1","0.6","15.8","0.8","15.5","0.8","7.7","0.5","6.0","0.5","2.4","0.3","2.2","0.3","34730","905","51730","1535","(X)","(X)","40.2","(X)","(X)","(X)","419876","8970","5.2","0.6","6.2","0.7","14.3","0.8","12.9","0.8","16.3","1.0","18.2","1.1","10.6","0.8","8.8","0.8","3.7","0.5","3.7","0.6","44847","1262","66720","2615","(X)","(X)","(X)","(X)","(X)","(X)","478123","10310","29.5","1.1","17.0","0.9","20.4","1.0","10.5","1.0","9.1","0.9","6.9","0.6","3.2","0.5","2.2","0.4","0.7","0.2","0.4","0.2","16524","546","26592","1033","(X)","(X)","(X)","(X)","27.5","(X)",
